"entity_name","team_abbr","level","parent_org","total_vs_expected","net_for","net_against","n_challenges","n_overturns","n_confirms","rate_overturns","exp_chal","exp_chal_gained","exp_chal_lost","exp_rate_overturns","net_chal_gained","net_chal_lost","n_strikeouts_flip","n_walks_flip","exp_rate_challenges","exp_rate_challenges_diff","n_challenges_against","n_overturns_against","n_confirms_against","rate_overturns_against","exp_chal_against","exp_chal_gained_against","exp_chal_lost_against","exp_rate_overturns_against","net_chal_gained_against","net_chal_lost_against","n_strikeouts_flip_against","n_walks_flip_against","exp_rate_challenges_against","exp_rate_challenges_diff_against"
"Adley Rutschman","BAL","MLB","BAL",2.5583514809134713,2.293326089038127,-0.26502539187534435,2,2,0,1,6.023920250489421,2.8652970807256475,3.1586231697637746,0.4756532227485669,-0.8652970807256475,-3.1586231697637746,1,2,0.01636934850676473,-0.010934565898069078,9,6,3,0.6666666666666666,9.241809557589042,6.253417474732196,2.988392082856851,0.6766442692597051,-0.25341747473219467,0.011607917143149682,3,1,0.06244465917289893,-0.0016338483620881186
"William Contreras","MIL","MLB","MIL",0.7146172879486608,2.19949601845296,1.4848787305042992,6,4,2,0.6666666666666666,5.532899922088986,2.6667019518180135,2.8661979702709734,0.48197183924685577,1.3332980481819865,-0.8661979702709737,1,1,0.018260395782471902,0.0015415844155479007,8,4,4,0.5,6.541058500779918,2.528089885137809,4.012968615642109,0.3864955320054658,1.4719101148621911,-0.012968615642107995,0,0,0.037809586709710505,0.008433187856763483
"Patrick Bailey","SF","MLB","SF",-2.228211955595036,1.8879554831132808,4.116167438708317,10,5,5,0.5,8.573747468721685,3.3428959928042024,5.230851475917482,0.38989904997780583,1.6571040071957976,-0.230851475917483,1,0,0.01953017646633641,0.003248866813845821,8,6,2,0.75,11.102374531378851,5.493103546335267,5.609270985043587,0.49476835165396416,0.5068964536647316,-3.6092709850435853,1,1,0.0523696911857493,-0.014633842129145525
"Luis Torrens","NYM","MLB","NYM",2.044419278960573,1.7506775426022103,-0.29374173635836254,3,2,1,0.6666666666666666,3.557820508628273,1.4035714830130315,2.1542490256152416,0.3945031739541527,0.5964285169869686,-1.1542490256152418,0,0,0.02169402749163581,-0.0034013445648065415,5,2,3,0.4,3.6167962551869723,1.4552689957726674,2.1615272594143047,0.40236410709771553,0.5447310042273328,0.8384727405856953,0,0,0.04887562507009422,0.018691942497473347
"Tyler Stephenson","CIN","MLB","CIN",-0.41388807619871737,1.6943930225853838,2.108281098784101,3,2,1,0.6666666666666666,8.474635187510621,3.890121082462617,4.584514105048003,0.4590310964884518,-1.8901210824626176,-3.5845141050480014,0,0,0.02599581345862154,-0.016793359470891476,6,4,2,0.6666666666666666,6.154165506944566,3.0229422040802323,3.131223302864335,0.49120261726289993,0.9770577959197675,-1.1312233028643337,1,1,0.04186507147581338,-0.0010487449452011306
"Luis Campusano","SD","MLB","SD",1.2030526795314038,1.6723075845147222,0.4692549049833183,6,4,2,0.6666666666666666,4.87631433908523,2.602003377285255,2.2743109617999773,0.5336004195688042,1.3979966227147447,-0.27431096179997744,0,1,0.02426027034370761,0.005590475924949104,2,1,1,0.5,2.364340562244425,0.9475428286305531,1.4167977336138713,0.40076410469863444,0.05245717136944698,-0.4167977336138713,1,1,0.029189389657338582,-0.004498031632647224
"Connor Wong","BOS","MLB","BOS",-1.1530940404987873,1.5674710585190215,2.7205650990178087,1,1,0,1,1.9575616825093136,0.6950453119951461,1.2625163705141675,0.3550566596216767,0.304954688004854,-1.2625163705141675,0,0,0.011652152872079248,-0.005699771919698295,1,1,0,1,3.1705148462102875,0.7249748735962391,2.445539972614048,0.2286615609016311,0.27502512640376087,-2.445539972614048,1,0,0.04465513867901813,-0.03057063163676461
"Victor Caratini","MIN","MLB","MIN",-0.5882374338281002,1.46248370253814,2.0507211363662403,5,4,1,0.8,3.2975692228583227,2.4175427601600905,0.8800264626982309,0.7331287371928381,1.582457239839909,0.119973537301769,1,1,0.029442582346949308,0.015200274795907834,2,2,0,1,2.3684174877072364,1.1588481756704982,1.2095693120367386,0.489292188427611,0.841151824329502,-1.2095693120367386,0,0,0.033834535538674805,-0.005263106967246234
"Jonah Heim","ATL","MLB","ATL",-1.289162559561211,1.4099116852206979,2.699074244781909,6,4,2,0.6666666666666666,2.5212039931381987,1.5556461539587505,0.9655578391794479,0.6170251031620821,2.4443538460412495,1.0344421608205516,2,1,0.022713549487731518,0.031340504566322536,3,3,0,1,4.387697474511756,2.3443116148649237,2.0433858596468326,0.5342919899293623,0.6556883851350763,-2.0433858596468326,1,0,0.074367753805284,-0.02352029617816536
"Carson Kelly","CHC","MLB","CHC",4.363307181884607,1.3407259646876222,-3.0225812171969846,6,4,2,0.6666666666666666,7.464127865127065,4.061700950219722,3.4024269149073434,0.5441628310249449,-0.06170095021972222,-1.4024269149073445,0,0,0.023695644016276395,-0.004648024968657348,7,1,6,0.14285714285714285,4.614570281775637,1.3185757494863108,3.2959945322893276,0.2857418283764739,-0.31857574948631084,2.7040054677106737,0,0,0.036916562254205094,0.019083437745794903
"Christian Vazquez","HOU","MLB","HOU",-0.49022937819718604,1.3396164064038965,1.8298457846010825,4,2,2,0.5,3.89489802699818,1.277640810297142,2.6172572167010384,0.32802933515613164,0.7223591897028578,-0.6172572167010386,1,0,0.021881449589877415,0.0005904605224821343,4,3,1,0.75,4.1374175825241934,2.1537858989615555,1.9836316835626382,0.5205628525529574,0.8462141010384445,-0.9836316835626381,0,1,0.04810950677353713,-0.001597878866560389
"Gary Sanchez","MIL","MLB","MIL",2.26631052766833,1.3331652526676594,-0.9331452750006706,2,2,0,1,1.6839914994709702,1.1754131234016554,0.5085783760693149,0.6979923139581845,0.8245868765983444,-0.5085783760693149,0,0,0.022157782887775923,0.004158006585908288,3,1,2,0.3333333333333333,1.1672125828566917,0.5501789289286811,0.6170336539280104,0.4713613758190877,0.4498210710713188,1.3829663460719894,0,0,0.048633857619028824,0.07636614238097118
"Rafael Marchan","PHI","MLB","PHI",1.2400354938376656,1.2107738303546554,-0.029261663483010292,1,1,0,1,1.2663115641741607,0.5277688669097526,0.7385426972644078,0.41677647258472517,0.47223113309024745,-0.7385426972644078,0,0,0.011946335511076987,-0.0025123732469260443,0,0,0,,1.3013544864866056,0.6653080749848078,0.6360464115017975,0.5112427719683093,-0.6653080749848078,-0.6360464115017975,0,0,0.03424617069701594,-0.03424617069701594
"Alejandro Kirk","TOR","MLB","TOR",3.2810102739708555,1.1594540576950654,-2.12155621627579,3,2,1,0.6666666666666666,3.4311399352110605,1.6358429387579976,1.7952969964530627,0.476763690682109,0.3641570612420027,-0.7952969964530626,2,0,0.012661032971258526,-0.001590922270151515,1,0,1,,6.4577238992941215,3.7896400577849567,2.6680838415091657,0.5868383530920536,-3.7896400577849567,-1.6680838415091663,0,0,0.060921923578246426,-0.051487961314095484
"Jeferson Quero","MIL","MLB","MIL",0.929505998149198,1.1457239046795133,0.21621790653031542,2,2,0,1,1.541054637050722,1.1976653661856043,0.3433892708651177,0.7771725527381055,0.8023346338143956,-0.3433892708651177,1,0,0.02853804883427263,0.008498988202764405,0,0,0,,0.4591336277376047,0.12145786060364466,0.3376757671339601,0.2645370612519324,-0.12145786060364466,-0.3376757671339601,0,0,0.02550742376320026,-0.02550742376320026
"Nick Fortes","TB","MLB","TB",1.7842640578762774,0.8803134217497957,-0.9039506361264819,9,5,4,0.5555555555555556,6.14902659349363,3.1343565858719167,3.0146700076217137,0.5097321564991153,1.8656434141280833,0.9853299923782877,1,0,0.020160742929487312,0.009347453791824162,3,0,3,,4.767661006999194,1.335805821562837,3.431855185436356,0.28018053708134855,-1.335805821562837,-0.43185518543635515,0,0,0.03557955975372532,-0.013191500052232788
"Drake Baldwin","ATL","MLB","ATL",-2.611102155523409,0.8733100909950545,3.4844122465184637,3,2,1,0.6666666666666666,4.591165859406808,2.358927884205877,2.232237975200931,0.5137971392108794,-0.35892788420587707,-1.2322379752009316,1,1,0.017590673790830683,-0.006096420917267464,1,1,0,1,6.018401576534119,1.7669946650078268,4.25140691152629,0.29359866445226557,-0.7669946650078265,-4.25140691152629,0,0,0.04392993851484758,-0.036630668441854884
"Ivan Herrera","STL","MLB","STL",0.5708654416824404,0.6656539966480357,0.09478855496559535,1,0,1,,2.5765496112626414,0.4554478073073028,2.1211018039553386,0.17676655839128594,-0.4554478073073028,-1.1211018039553384,0,0,0.01651634366194001,-0.010106087251683599,1,0,1,,2.333902280552146,0.6195568627932753,1.714345417758871,0.265459641543648,-0.6195568627932753,-0.7143454177588706,0,0,0.03241530945211314,-0.01852642056322425
"Daniel Susac","SF","MLB","SF",0.09910640533423704,0.5068309399996669,0.40772453466542985,1,1,0,1,1.5552670478312793,1.0242180539158061,0.531048993915473,0.6585480322135114,-0.02421805391580617,-0.531048993915473,1,1,0.019440838097890992,-0.006940838097890992,0,0,0,,0.7771313917224045,0.18470342852848726,0.5924279631939171,0.23767335935190778,-0.18470342852848726,-0.5924279631939171,0,0,0.03108525566889618,-0.03108525566889618
"Kyle Higashioka","TEX","MLB","TEX",-2.582623104061578,0.5009251257620073,3.083548229823585,1,0,1,,3.1785146327833456,0.8387947535106686,2.3397198792726766,0.26389519961912433,-0.8387947535106686,-1.3397198792726759,0,0,0.020245316132377997,-0.01387588938078564,3,3,0,1,4.584750419987808,2.250601095082111,2.334149324905696,0.49088846478323594,0.7493989049178889,-2.334149324905696,1,0,0.06113000559983744,-0.021130005599837437
"Cal Raleigh","SEA","MLB","SEA",5.849499370073675,0.42552048736895065,-5.423978882704724,9,4,5,0.4444444444444444,6.722015212448675,2.648247362539862,4.073767849908812,0.3939662852347468,1.3517526374601376,0.926232150091187,3,0,0.019205757749853357,0.006508527964432356,10,1,9,0.1,7.811971430761117,2.617975156732921,5.193996274028197,0.3351234934659576,-1.6179751567329204,3.806003725971804,0,0,0.04677827204048573,0.013101967480472352
"Ryan Jeffers","MIN","MLB","MIN",-2.327003091755664,0.32368612365417815,2.650689215409842,10,6,4,0.6,7.198939332767592,4.4376266045567085,2.7613127282108874,0.6164278374118048,1.5623733954432917,1.2386872717891135,4,0,0.020686607278067794,0.008049024905840252,5,3,2,0.6,5.483940822410647,1.9166258035004022,3.567315018910243,0.3494979004273584,1.0833741964995978,-1.5673150189102438,0,0,0.040621783869708494,-0.003584746832671457
"Bo Naylor","CLE","MLB","CLE",-0.06968871156723133,0.2886202089629495,0.3583089205301808,5,2,3,0.4,6.457040989767627,2.584210390402339,3.8728305993652876,0.4002158875090769,-0.5842103904023388,-0.8728305993652883,1,0,0.02005292232847089,-0.004524972017911885,5,2,3,0.4,8.272504102609457,3.457097591039638,4.815406511569821,0.41790219118164484,-1.4570975910396382,-1.815406511569819,0,0,0.05337099421038359,-0.02111292969425456
"Brett Sullivan","COL","MLB","COL",-0.2589058050026657,0.2708254521190421,0.5297312571217078,5,3,2,0.6,3.9819181555780716,2.355546351729515,1.626371803848557,0.5915607151366854,0.644453648270485,0.37362819615144294,1,1,0.028646893205597636,0.007324329815985096,5,2,3,0.4,3.1389747264673287,0.8046217346728102,2.3343529917945176,0.25633265788614656,1.1953782653271898,0.6656470082054821,1,0,0.04549238734010621,0.026971380775835815
"Keibert Ruiz","WSH","MLB","WSH",-0.7898231431033624,0.1996121444411112,0.9894352875444736,3,1,2,0.3333333333333333,4.428919356134182,1.6146536058465353,2.814265750287646,0.3645705590936518,-0.6146536058465353,-0.8142657502876465,0,0,0.017368311200526204,-0.005603605318173263,3,1,2,0.3333333333333333,5.072312292588303,1.5414385025219155,3.53087379006639,0.30389266543668375,-0.5414385025219153,-1.530873790066389,0,0,0.03785307681036047,-0.015465017108867933
"Drew Millas","WSH","MLB","WSH",-1.9101093738612775,0.06844834351938522,1.9785577173806628,4,2,2,0.5,4.673641490002978,2.302596573241796,2.3710449167611825,0.49267719361168394,-0.30259657324179656,-0.3710449167611818,0,0,0.01876964453816457,-0.002705387510052119,5,4,1,0.8,6.938393622804926,3.9799179527121327,2.9584756700927954,0.5736079803300644,0.02008204728786711,-1.9584756700927957,2,0,0.055507148982439414,-0.015507148982439411
"Henry Davis","PIT","MLB","PIT",0.2672321513262421,0.06309817659212147,-0.20413397473412065,4,3,1,0.75,8.364506900196654,5.150704361802265,3.213802538394387,0.6157809926226696,-2.150704361802265,-2.2138025383943867,1,1,0.024529345748377285,-0.012799140469784908,7,2,5,0.2857142857142857,7.303451072741127,2.2537925237376233,5.049658549003503,0.30859281472419464,-0.2537925237376236,-0.04965854900350297,1,0,0.04221648018925507,-0.0017540524435903284
"Samuel Basallo","BAL","MLB","BAL",3.049587674450288,-0.09253808054723792,-3.142125754997526,5,3,2,0.6,4.890705865102973,2.9916219728251052,1.8990838922778674,0.6116953371028616,0.008378027174894997,0.10091610772213291,2,1,0.02982137722623764,0.0006664276518111409,5,1,4,0.2,2.7456651728369934,1.4438954639172594,1.3017697089197344,0.5258818439341372,-0.4438954639172594,2.6982302910802662,1,1,0.045010904472737596,0.0369563086420165
"Jake Rogers","DET","MLB","DET",0.3966169703675409,-0.1699508724625674,-0.5665678428301083,1,1,0,1,2.144490739520181,1.6572208059913742,0.48726993352880693,0.7727805839638036,-0.6572208059913743,-0.48726993352880693,0,0,0.01985639573629797,-0.010597136477038712,4,2,2,0.5,3.3071140367100735,1.9368409397700908,1.3702730969399823,0.5856589516631442,0.06315906022990933,0.6297269030600177,1,0,0.08267785091775184,0.01732214908224816
"Reese McGuire","CWS","MLB","CWS",0.17925239101771406,-0.23953466922542077,-0.41878706024313483,2,1,1,0.5,3.3836158019536837,1.8115752355895522,1.5720405663641313,0.5353962570288143,-0.8115752355895522,-0.5720405663641315,0,0,0.0181914828062026,-0.00743879463415959,1,0,1,,1.3812670496838062,0.40002705496347046,0.981239994720336,0.2896087726519234,-0.40002705496347046,0.01876000527966437,0,0,0.023814949132479418,-0.00657356982213459
"Freddy Fermin","SD","MLB","SD",-0.3651058023149818,-0.29761166792580873,0.06749413438917307,4,2,2,0.5,5.471608936208085,2.8846103020669465,2.586998634141138,0.527195992202255,-0.8846103020669467,-0.586998634141138,1,0,0.020190438878996624,-0.005430291277520609,3,1,2,0.3333333333333333,5.8415832262002505,2.38704454590554,3.454538680294714,0.4086297247635433,-1.3870445459055398,-1.454538680294713,0,0,0.04493525558615577,-0.021858332509232695
"Yainer Diaz","HOU","MLB","HOU",-2.5546176374269223,-0.31340811054105,2.2412095268858723,5,3,2,0.6,10.414854916490746,5.864131513515899,4.550723402974848,0.5630545562598965,-2.864131513515899,-2.550723402974849,0,0,0.025589324119141884,-0.013304311834129598,8,4,4,0.5,8.274586556406334,3.0166885147602303,5.257898041646103,0.3645727184308267,0.98331148523977,-1.257898041646102,0,0,0.05045479607564837,-0.0016743082707703272
"Hunter Feduccia","TB","MLB","TB",0.9759149099111449,-0.43070038758887963,-1.4066152975000246,1,0,1,,2.5344174392987218,0.9825589134438002,1.5518585258549202,0.38768629753261014,-0.9825589134438002,-0.5518585258549206,0,0,0.01635108025354014,-0.009899467350314333,2,0,2,,1.624665344774551,0.5156403211372876,1.1090250236372632,0.3173824829807281,-0.5156403211372876,0.8909749763627368,0,0,0.02901188115668841,0.006702404557597305
"Tyler Heineman","TOR","MLB","TOR",0.16968538584614523,-0.48721929896887795,-0.6569046848150232,4,2,2,0.5,3.7059921299229015,2.0966057144458894,1.6093864154770112,0.5657339899665428,-0.09660571444588939,0.39061358452298856,2,0,0.030628034131594227,0.002429817108075194,4,2,2,0.5,3.4082193074396474,2.032561996127335,1.3756573113123123,0.5963706595084852,-0.03256199612733525,0.6243426886876879,0,0,0.05680365512399412,0.009863011542672544
"Austin Wynns","ATH","MLB","ATH",-2.2353713438948137,-0.6218615978038128,1.613509746091001,4,2,2,0.5,2.2003848088246794,1.4111232033142458,0.7892616055104337,0.6413074647920277,0.5888767966857541,1.2107383944895669,0,0,0.017057246580036274,0.013950505357948222,2,2,0,1,1.4367221065382791,0.911606180223639,0.5251159263146402,0.6345041786961262,1.0883938197763607,-0.5251159263146402,1,1,0.038830327203737275,0.01522372685031678
"Jose Trevino","CIN","MLB","CIN",0.5065498865762226,-0.6616531856379002,-1.1682030722141228,1,0,1,,2.8625296371212845,1.2620914113795925,1.6004382257416918,0.4409007316510512,-1.2620914113795925,-0.6004382257416923,0,0,0.017140896030666375,-0.011152872078570566,3,1,2,0.3333333333333333,2.5931873405421535,1.3806952063781384,1.2124921341640154,0.5324317239993461,-0.38069520637813836,0.7875078658359845,0,0,0.04549451474635357,0.007137064201014851
"Joey Bart","PIT","MLB","PIT",0.8645739195740927,-0.7842129243150504,-1.648786843889143,1,0,1,,3.3761784473362915,1.5801956858256712,1.7959827615106208,0.46804270285902705,-1.5801956858256712,-0.7959827615106208,0,0,0.017958395996469634,-0.012639247060299423,3,0,3,,2.737307427518318,0.6930471357037308,2.044260291814587,0.25318571408402496,-0.6930471357037308,0.9557397081854123,0,0,0.04211242196182028,0.004041424192025877
"Gabriel Moreno","AZ","MLB","AZ",-3.5058682211280727,-1.1945350406801836,2.311333180447889,3,2,1,0.6666666666666666,7.879870865154802,5.037202952917493,2.842667912237309,0.6392494292250734,-3.037202952917493,-1.8426679122373095,0,0,0.021827897133392806,-0.01351764782591358,4,2,2,0.5,5.568641510414407,1.628654164983259,3.9399873454311494,0.2924688475523823,0.3713458350167407,-1.9399873454311483,2,1,0.040647018324192756,-0.01144993803222195
"Miguel Amaya","CHC","MLB","CHC",-2.0852616570715288,-1.291811894511079,0.7934497625604499,3,1,2,0.3333333333333333,2.9802149650974052,1.6360134298042424,1.3442015352931633,0.5489581956215601,-0.6360134298042426,0.6557984647068366,0,0,0.018510651957126742,0.0001228884155440668,2,1,1,0.5,2.73925070145443,0.97290046944699,1.76635023200744,0.3551702912516988,0.027099530553009885,-0.76635023200744,1,1,0.036523342686059064,-0.009856676019392397
"Austin Hedges","CLE","MLB","CLE",-2.63838500294131,-1.34763099981873,1.2907540031225797,3,2,1,0.6666666666666666,3.6682530529203716,3.00794202636955,0.6603110265508207,0.8199930547252909,-1.0079420263695504,0.3396889734491794,1,1,0.030316140933226213,-0.005522752503474146,3,2,1,0.6666666666666666,2.6837780316670274,1.196512014272224,1.4872660173948036,0.4458312126241719,0.8034879857277759,-0.48726601739480385,1,0,0.055912042326396405,0.006587957673603595
"Francisco Alvarez","NYM","MLB","NYM",0.18982022238345153,-1.4964288688854206,-1.6862490912688721,5,3,2,0.6,8.403818026376028,5.450123447630724,2.9536945787453033,0.64852944584534,-2.450123447630724,-0.9536945787453035,2,1,0.023739598944565052,-0.009615305159254316,3,0,3,,5.090614656591967,1.888431873930419,3.2021827826615468,0.3709634300221566,-1.888431873930419,-0.20218278266154677,0,0,0.032842675203819144,-0.013487836494141722
"Pedro Pages","STL","MLB","STL",-2.3241252836359463,-1.8042345857701982,0.5198906978657478,8,3,5,0.375,7.176980753159581,3.49060766946489,3.68637308369469,0.48636157592148915,-0.49060766946488965,1.3136269163053087,1,0,0.018262037539846263,0.002094196556845849,4,2,2,0.5,3.3286357589244036,1.4043725305293275,1.9242632283950758,0.4219063400866451,0.5956274694706725,0.07573677160492462,1,0,0.028695135852796583,0.005787622767893073
"Liam Hicks","MIA","MLB","MIA",-0.4944190708257832,-2.131156628815737,-1.636737557989954,11,5,6,0.45454545454545453,5.972400078219309,3.551778353517524,2.4206217247017867,0.5946986650258866,1.4482216464824766,3.5793782752982137,2,1,0.022368539618798908,0.01882996225386027,4,1,3,0.25,2.7451221169885116,1.1909298374892328,1.5541922794992789,0.4338349212659878,-0.1909298374892326,1.4458077205007214,0,0,0.039216030242693024,0.01792682690016412
"Shea Langeliers","ATH","MLB","ATH",-3.4295695791610745,-2.5172050679245337,0.9123645112365406,9,3,6,0.3333333333333333,11.661606285163987,5.589405676544261,6.072200608619726,0.4792998099803077,-2.58940567654426,-0.07220060861972627,2,2,0.027765729250390447,-0.006337157821819018,3,1,2,0.3333333333333333,7.901990837492517,2.9948131631279873,4.9071776743645295,0.3789947653341383,-1.9948131631279866,-2.9071776743645272,1,0,0.04594180719472393,-0.028499946729607654
"Carlos Narvaez","BOS","MLB","BOS",-9.654527706206052,-2.781098397070327,6.873429309135725,5,1,4,0.2,4.395535824051787,2.088317110561057,2.3072187134907303,0.47509955421909283,-1.0883171105610572,1.6927812865092697,1,0,0.01558700646826875,0.0021434899856319595,10,10,0,1,8.71109754485669,5.918834117860484,2.792263426996207,0.6794590563797731,4.081165882139517,-2.792263426996207,3,1,0.06049373295039368,0.008950711494050764
"Edgar Quero","CWS","MLB","CWS",-7.1174380678545806,-4.89430554435386,2.223132523500721,13,5,8,0.38461538461538464,7.810209808704502,4.85225767652918,2.9579521321753197,0.6212711047943071,0.14774232347081945,5.042047867824679,1,0,0.026208757747330544,0.01741540332649496,3,1,2,0.3333333333333333,5.109136591672418,0.9430020340858479,4.16613455758657,0.18457170153228705,0.05699796591415207,-2.166134557586569,0,1,0.03406091061114946,-0.014060910611149453
